diag;nb;categ;nb_categ;ponderation
F1506;11;F15;3229;0,3
L720;25930;L72;39342;65,9
V483;7;V48;4071;0,2
S430;18320;S43;23876;76,7
X9489;1;X94;89;1,1
Y2599;1;Y25;17;5,9
M4644;174;M46;21025;0,8
C691;10;C69;21662;0,0
Y1878;1;Y18;11;9,1
Q265;80;Q26;1954;4,1
X584;5;X58;308;1,6
W566;1;W56;413;0,2
M4710;70;M47;50890;0,1
V2829;14;V28;5740;0,2
W4108;1;W41;14;7,1
W5149;1;W51;789;0,1
X705;3;X70;3862;0,1
X3208;1;X32;90;1,1
W5082;2;W50;1756;0,1
Q758;349;Q75;4636;7,5
A546;77;A54;1026;7,5
J22;954;J22;954;100,0
V191;3;V19;4850;0,1
X418;104;X41;3072;3,4
R464;9559;R46;50457;18,9
Y178;13;Y17;101;12,9
Q964;23;Q96;1974;1,2
M4295;1;M42;319;0,3
X146;1;X14;72;1,4
D167;148;D16;9172;1,6
M5446;9215;M54;211155;4,4
F070;8406;F07;20350;41,3
L722;8;L72;39342;0,0
V4859;599;V48;4071;14,7
S432;274;S43;23876;1,1
X9442;1;X94;89;1,1
P618;401;P61;32177;1,2
W4369;3;W43;9;33,3
C699;551;C69;21662;2,5
Y187;1;Y18;11;9,1
Y530;15;Y53;1348;1,1
M0323;3;M03;341;0,9
E789;21549;E78;941855;2,3
B500;339;B50;4801;7,1
V282;61;V28;5740;1,1
M1991;4385;M19;74991;5,8
Y0422;4;Y04;10200;0,0
T099;1;T09;235;0,4
K111;320;K11;19422;1,6
W5048;10;W50;1756;0,6
M7266;1007;M72;32916;3,1
V4792;2;V47;4108;0,0
S352;1800;S35;12809;14,1
V039;601;V03;4206;14,3
X410;1520;X41;3072;49,5
R468;5337;R46;50457;10,6
Y1790;1;Y17;101;1,0
O679;210;O67;3084;6,8
M4212;1;M42;319;0,3
X149;7;X14;72;9,7
D161;1247;D16;9172;13,6
M5401;1;M54;211155;0,0
F1541;1;F15;3229;0,0
U847;7;U84;645;1,1
V4879;4;V48;4071;0,1
T835;53215;T83;95458;55,7
X9491;1;X94;89;1,1
Y255;1;Y25;17;5,9
M4689;124;M46;21025;0,6
H309;638;H30;3363;19,0
H605;743;H60;5346;13,9
X2188;1;X21;11;9,1
M0369;4;M03;341;1,2
A511;4;A51;500;0,8
B509;3189;B50;4801;66,4
T312;538;T31;10924;4,9
M1982;71;M19;74991;0,1
W5141;1;W51;789;0,1
O881;47;O88;404;11,6
K114;107;K11;19422;0,6
V4559;1;V45;24;4,2
M7289;4;M72;32916;0,0
V842;8;V84;193;4,1
D106;441;D10;4763;9,3
V1982;10;V19;4850;0,2
Y453;4184;Y45;30689;13,6
R467;6;R46;50457;0,0
G444;652;G44;13991;4,7
X7539;1;X75;11;9,1
X5020;3;X50;467;0,6
X1492;1;X14;72;1,4
D166;843;D16;9172;9,2
M5411;8;M54;211155;0,0
Y3019;2;Y30;435;0,5
U843;175;U84;645;27,1
M9953;681;M99;4394;15,5
T832;697;T83;95458;0,7
X9488;4;X94;89;4,5
P942;8134;P94;11429;71,2
I860;7;I86;18195;0,0
C694;514;C69;21662;2,4
H602;1114;H60;5346;20,8
Y539;9;Y53;1348;0,7
R783;6;R78;7421;0,1
E786;469;E78;941855;0,0
B508;1273;B50;4801;26,5
V2839;8;V28;5740;0,1
M1922;74;M19;74991;0,1
W5154;1;W51;789;0,1
X7024;5;X70;3862;0,1
X326;1;X32;90;1,1
W507;3;W50;1756;0,2
M7283;5;M72;32916;0,0
V4764;5;V47;4108;0,1
Q549;1036;Q54;5485;18,9
V0311;10;V03;4206;0,2
K051;1923;K05;9992;19,2
A238;25;A23;73;34,2
G443;409;G44;13991;2,9
V739;2;V73;18;11,1
M4206;9;M42;319;2,8
X1462;1;X14;72;1,4
N771;13160;N77;13517;97,4
M5439;1825;M54;211155;0,9
H623;7;H62;328;2,1
L728;1831;L72;39342;4,7
M9932;123;M99;4394;2,8
T836;1531;T83;95458;1,6
X9429;1;X94;89;1,1
I718;298;I71;85993;0,3
I862;7157;I86;18195;39,3
H302;762;H30;3363;22,7
H601;161;H60;5346;3,0
Q260;19;Q26;1954;1,0
X5888;19;X58;308;6,2
A512;20;A51;500;4,0
O971;1;O97;3;33,3
V2830;16;V28;5740;0,3
M1917;1601;M19;74991;2,1
Y042;355;Y04;10200;3,5
T098;22;T09;235;9,4
X0203;4;X02;222;1,8
B551;377;B55;684;55,1
L83;1431;L83;1431;100,0
V8419;1;V84;193;0,5
D105;376;D10;4763;7,9
V0301;2;V03;4206;0,0
X4102;2;X41;3072;0,1
R461;84;R46;50457;0,2
Y17842;1;Y17;101;1,0
D860;9334;D86;34945;26,7
X5013;2;X50;467;0,4
X144;1;X14;72;1,4
D169;95;D16;9172;1,0
M548;1400;M54;211155;0,7
F1571;5;F15;3229;0,2
U841;82;U84;645;12,7
V4810;1;V48;4071;0,0
S433;122;S43;23876;0,5
X9428;2;X94;89;2,2
P612;18119;P61;32177;56,3
I863;306;I86;18195;1,7
C692;1647;C69;21662;7,6
Y1809;1;Y18;11;9,1
Q268;514;Q26;1954;26,3
X5804;4;X58;308;1,3
W5698;1;W56;413;0,2
H494;44;H49;9976;0,4
T3141;81;T31;10924;0,7
M1913;915;M19;74991;1,2
Y048;1023;Y04;10200;10,0
X7088;19;X70;3862;0,5
X0292;3;X02;222;1,4
W5031;25;W50;1756;1,4
M7244;13;M72;32916;0,0
V834;1;V83;17;5,9
Z361;20;Z36;4622;0,4
V031;2059;V03;4206;49,0
M330;975;M33;10208;9,6
A233;1;A23;73;1,4
Y17878;2;Y17;101;2,0
V735;6;V73;18;33,3
X5062;2;X50;467;0,4
X1442;1;X14;72;1,4
D163;1586;D16;9172;17,3
F1574;2;F15;3229;0,1
I790;650;I79;37679;1,7
V4849;24;V48;4071;0,6
S436;6;S43;23876;0,0
X940;10;X94;89;11,2
I713;2218;I71;85993;2,6
I864;1773;I86;18195;9,7
C696;2051;C69;21662;9,5
H603;769;H60;5346;14,4
Y534;267;Y53;1348;19,8
M032;12;M03;341;3,5
W5610;3;W56;413;0,7
Q531;4357;Q53;15235;28,6
V2811;4;V28;5740;0,1
M1921;1743;M19;74991;2,3
E68;1017;E68;1017;100,0
Z531;3170;Z53;161277;2,0
J690;135817;J69;140047;97,0
V4554;1;V45;24;4,2
M7281;2;M72;32916;0,0
V4753;11;V47;4108;0,3
Z363;1047;Z36;4622;22,7
V1940;1;V19;4850;0,0
X4124;2;X41;3072;0,1
A239;33;A23;73;45,2
R700;63554;R70;63882;99,5
Q961;22;Q96;1974;1,1
X5088;1;X50;467;0,2
X1499;2;X14;72;2,8
D162;2147;D16;9172;23,4
F15201;14;F15;3229;0,4
N007;83;N00;808;10,3
M990;5;M99;4394;0,1
T830;22118;T83;95458;23,2
X9483;1;X94;89;1,1
P949;106;P94;11429;0,9
I868;1792;I86;18195;9,8
H308;646;H30;3363;19,2
J038;735;J03;6128;12,0
Y538;51;Y53;1348;3,8
M0314;1;M03;341;0,3
V3301;1;V33;45;2,2
K523;7881;K52;99874;7,9
T3151;53;T31;10924;0,5
W419;2;W41;14;14,3
Y0438;6;Y04;10200;0,1
X7089;20;X70;3862;0,5
X029;6;X02;222;2,7
W5059;1;W50;1756;0,1
S3741;5;S37;17074;0,0
V4708;54;V47;4108;1,3
D102;99;D10;4763;2,1
V1948;8;V19;4850;0,2
X415;2;X41;3072;0,1
R466;541;R46;50457;1,1
Y17209;1;Y17;101;1,0
D67;1042;D67;1042;100,0
M4200;6;M42;319;1,9
X1404;3;X14;72;4,2
D168;437;D16;9172;4,8
F1550;2;F15;3229;0,1
V1102;3;V11;233;1,3
M9941;5;M99;4394;0,1
T831;7923;T83;95458;8,3
X949;20;X94;89;22,5
P619;24;P61;32177;0,1
I861;7160;I86;18195;39,4
A798;44;A79;80;55,0
H608;684;H60;5346;12,8
Q262;270;Q26;1954;13,8
X5818;2;X58;308;0,6
A513;137;A51;500;27,4
H491;1080;H49;9976;10,8
S447;13;S44;822;1,6
L811;5;L81;2538;0,2
Y045;64;Y04;10200;0,6
T091;15;T09;235;6,4
X028;4;X02;222;1,8
W501;18;W50;1756;1,0
S372;738;S37;17074;4,3
V8409;16;V84;193;8,3
Q542;291;Q54;5485;5,3
V0391;2;V03;4206;0,0
J634;14;J63;54;25,9
O228;526;O22;4340;12,1
Q962;2;Q96;1974;0,1
X502;2;X50;467;0,4
X1488;1;X14;72;1,4
D160;473;D16;9172;5,2
F15202;158;F15;3229;4,9
N001;55;N00;808;6,8
M992;7;M99;4394;0,2
T406;346;T40;14326;2,4
K041;1055;K04;25391;4,2
H063;661;H06;8105;8,2
D421;128;D42;3791;3,4
V8903;3;V89;7128;0,0
Y180;6;Y18;11;54,5
Q261;199;Q26;1954;10,2
M0362;3;M03;341;0,9
O960;1;O96;1;100,0
H493;493;H49;9976;4,9
S444;35;S44;822;4,3
M1901;20859;M19;74991;27,8
W5118;3;W51;789;0,4
T090;52;T09;235;22,1
S410;1108;S41;6177;17,9
V4569;2;V45;24;8,3
Q031;250;Q03;1534;16,3
V475;1824;V47;4108;44,4
Z360;1507;Z36;4622;32,6
V0390;3;V03;4206;0,1
Z992;40385;Z99;1711266;2,4
Y17809;1;Y17;101;1,0
D862;5081;D86;34945;14,5
X5023;1;X50;467;0,2
N778;140;N77;13517;1,0
F1503;17;F15;3229;0,5
V112;8;V11;233;3,4
M9960;2;M99;4394;0,0
T401;252;T40;14326;1,8
K045;3024;K04;25391;11,9
H062;7418;H06;8105;91,5
L893;29642;L89;286694;10,3
V8918;2;V89;7128;0,0
J039;4630;J03;6128;75,6
Q264;213;Q26;1954;10,9
X5882;6;X58;308;1,9
W5699;13;W56;413;3,1
H499;223;H49;9976;2,2
T318;30;T31;10924;0,3
M1902;326;M19;74991;0,4
Y0400;2;Y04;10200;0,0
X7091;1;X70;3862;0,0
X0298;1;X02;222;0,5
W5081;8;W50;1756;0,5
I970;363;I97;17328;2,1
V4759;477;V47;4108;11,6
S353;398;S35;12809;3,1
X8522;1;X85;27;3,7
Y450;21849;Y45;30689;71,2
Y1748;1;Y17;101;1,0
Q968;224;Q96;1974;11,3
X5012;2;X50;467;0,4
A599;10;A59;227;4,4
Y3000;1;Y30;435;0,2
V119;35;V11;233;15,0
M9961;1;M99;4394;0,0
T407;1696;T40;14326;11,8
X944;11;X94;89;12,4
H061;2;H06;8105;0,0
L892;48944;L89;286694;17,1
A791;6;A79;80;7,5
H609;920;H60;5346;17,2
Y533;128;Y53;1348;9,5
R782;560;R78;7421;7,5
W5681;6;W56;413;1,5
Q539;352;Q53;15235;2,3
V2844;20;V28;5740;0,3
L814;1058;L81;2538;41,7
Y0418;31;Y04;10200;0,3
X7049;2;X70;3862;0,1
K117;7009;K11;19422;36,1
W5039;3;W50;1756;0,2
S3790;104;S37;17074;0,6
V8342;2;V83;17;11,8
Z368;282;Z36;4622;6,1
X8519;1;X85;27;3,7
C939;223;C93;30359;0,7
Y174;3;Y17;101;3,0
L22;4696;L22;4696;100,0
M4210;5;M42;319;1,6
N770;217;N77;13517;1,6
Y3001;1;Y30;435;0,2
V1140;4;V11;233;1,7
M9985;6;M99;4394;0,1
T409;195;T40;14326;1,4
X9441;1;X94;89;1,1
H060;24;H06;8105;0,3
V345;5;V34;10;50,0
V8911;9;V89;7128;0,1
Y183;1;Y18;11;9,1
Q266;72;Q26;1954;3,7
M0360;70;M03;341;20,5
E780;383324;E78;941855;40,7
Q530;8945;Q53;15235;58,7
T3150;7;T31;10924;0,1
M1999;2988;M19;74991;4,0
W5189;3;W51;789;0,4
T093;132;T09;235;56,2
X321;2;X32;90;2,2
W5083;3;W50;1756;0,2
M8398;12;M83;421;2,9
V843;2;V84;193;1,0
Z364;936;Z36;4622;20,3
V190;58;V19;4850;1,2
X4114;6;X41;3072;0,2
O229;92;O22;4340;2,1
Q960;117;Q96;1974;5,9
X5080;6;X50;467;1,3
M2533;278;M25;142275;0,2
Y3089;5;Y30;435;1,1
V110;25;V11;233;10,7
M9996;1;M99;4394;0,0
T408;78;T40;14326;0,5
K044;172;K04;25391;0,7
K915;1525;K91;47661;3,2
L890;109455;L89;286694;38,2
J459;189753;J45;264219;71,8
J030;763;J03;6128;12,5
X2104;1;X21;11;9,1
R787;3;R78;7421;0,0
W5629;1;W56;413;0,2
K522;1443;K52;99874;1,4
V2801;73;V28;5740;1,3
G602;100;G60;8104;1,2
P911;259;P91;6313;4,1
X708;161;X70;3862;4,2
K112;5996;K11;19422;30,9
M839;28;M83;421;6,7
A540;328;A54;1026;32,0
D104;545;D10;4763;11,4
V1988;65;V19;4850;1,3
J630;2;J63;54;3,7
Y17019;1;Y17;101;1,0
V736;8;V73;18;44,4
S564;415;S56;3076;13,5
M2568;201;M25;142275;0,1
Y3008;10;Y30;435;2,3
H432;999;H43;14935;6,7
V4869;145;V48;4071;3,6
T404;1083;T40;14326;7,6
X945;2;X94;89;2,2
K919;565;K91;47661;1,2
D429;473;D42;3791;12,5
J450;36549;J45;264219;13,8
Y189;1;Y18;11;9,1
X219;2;X21;11;18,2
M0327;9;M03;341;2,6
V339;1;V33;45;2,2
Q532;1581;Q53;15235;10,4
V2820;19;V28;5740;0,3
M1914;408;M19;74991;0,5
P917;312;P91;6313;4,9
X700;1805;X70;3862;46,7
J698;4099;J69;140047;2,9
M8315;1;M83;421;0,2
V4754;22;V47;4108;0,5
S357;431;S35;12809;3,4
V0319;514;V03;4206;12,2
X4109;258;X41;3072;8,4
Y172;2;Y17;101;2,0
V7379;1;V73;18;5,6
X5010;2;X50;467;0,4
M2532;112;M25;142275;0,1
Y3020;2;Y30;435;0,5
N008;49;N00;808;6,1
M9900;2;M99;4394;0,0
T402;7511;T40;14326;52,4
K043;9;K04;25391;0,0
K910;8888;K91;47661;18,6
V343;1;V34;10;10,0
V8904;1;V89;7128;0,0
H604;450;H60;5346;8,4
X2199;2;X21;11;18,2
X5830;60;X58;308;19,5
V330;2;V33;45;4,4
K521;19741;K52;99874;19,8
V280;587;V28;5740;10,2
M1904;13671;M19;74991;18,2
L918;1887;L91;7556;25,0
X7073;1;X70;3862;0,0
X0209;22;X02;222;9,9
S37800;1096;S37;17074;6,4
V4719;13;V47;4108;0,3
S354;787;S35;12809;6,1
V196;57;V19;4850;1,2
Z993;36111;Z99;1711266;2,1
O225;62;O22;4340;1,4
O670;247;O67;3084;8,0
M429;8;M42;319;2,5
M253;72;M25;142275;0,1
Y3084;1;Y30;435;0,2
I792;33624;I79;37679;89,2
M9962;2;M99;4394;0,0
T405;1653;T40;14326;11,5
K049;221;K04;25391;0,9
C349;404219;C34;972697;41,6
L899;11604;L89;286694;4,0
V8921;25;V89;7128;0,4
H600;505;H60;5346;9,4
Y536;77;Y53;1348;5,7
X5831;1;X58;308;0,3
W560;28;W56;413;6,8
K520;1642;K52;99874;1,6
V2819;9;V28;5740;0,2
M1924;140;M19;74991;0,2
P916;3154;P91;6313;50,0
X703;2;X70;3862;0,1
M0901;1;M09;295;0,3
S3710;867;S37;17074;5,1
V4768;83;V47;4108;2,0
Q543;74;Q54;5485;1,3
V0392;3;V03;4206;0,1
X4113;1;X41;3072;0,0
Y170;10;Y17;101;9,9
X5081;1;X50;467;0,2
R833;3;R83;344;0,9
F072;2863;F07;20350;14,1
N005;71;N00;808;8,8
V4894;3;V48;4071;0,1
T403;1128;T40;14326;7,9
X948;5;X94;89;5,6
K918;7567;K91;47661;15,9
L891;87049;L89;286694;30,4
V8928;266;V89;7128;3,7
G241;386;G24;23446;1,6
X2184;1;X21;11;9,1
X586;1;X58;308;0,3
W5621;1;W56;413;0,2
H490;3925;H49;9976;39,3
V2894;1;V28;5740;0,0
W410;1;W41;14;7,1
P919;33;P91;6313;0,5
X7041;1;X70;3862;0,0
M0904;7;M09;295;2,4
M8326;3;M83;421;0,7
V4711;1;V47;4108;0,0
G328;1484;G32;1688;87,9
V1993;3;V19;4850;0,1
X4104;44;X41;3072;1,4
O224;1617;O22;4340;37,3
X5003;4;X50;467;0,9
M2551;8309;M25;142275;5,8
F1553;1;F15;3229;0,0
H431;4570;H43;14935;30,6
M993;747;M99;4394;17,0
T400;384;T40;14326;2,7
K040;1217;K04;25391;4,8
C348;63712;C34;972697;6,6
V3459;2;V34;10;20,0
V8993;3;V89;7128;0,0
G248;6573;G24;23446;28,0
X210;3;X21;11;27,3
R785;103;R78;7421;1,4
G07;250;G07;250;100,0
H498;424;H49;9976;4,3
S449;11;S44;822;1,3
T55;397;T55;397;100,0
P918;622;P91;6313;9,9
O888;15;O88;404;3,7
N855;11;N85;38844;0,0
M8399;39;M83;421;9,3
A541;22;A54;1026;2,1
Z362;466;Z36;4622;10,1
X851;2;X85;27;7,4
M339;884;M33;10208;8,7
O221;422;O22;4340;9,7
S567;269;S56;3076;8,7
M2507;151;M25;142275;0,1
Y3002;2;Y30;435;0,5
V111;2;V11;233;0,9
M9908;2;M99;4394;0,0
G563;2084;G56;203779;1,0
X9481;1;X94;89;1,1
C340;28382;C34;972697;2,9
V349;1;V34;10;10,0
A799;27;A79;80;33,8
G240;810;G24;23446;3,5
Y531;714;Y53;1348;53,0
X5821;1;X58;308;0,3
K610;19672;K61;22697;86,7
K529;35217;K52;99874;35,3
S445;6;S44;822;0,7
M1929;22;M19;74991;0,0
P912;809;P91;6313;12,8
X7099;148;X70;3862;3,8
M090;75;M09;295;25,4
M8358;2;M83;421;0,5
V4700;6;V47;4108;0,1
D100;435;D10;4763;9,1
V195;23;V19;4850;0,5
X414;9;X41;3072;0,3
Y179;10;Y17;101;9,9
X5022;2;X50;467;0,4
M2544;290;M25;142275;0,2
Y304;13;Y30;435;3,0
V1198;1;V11;233;0,4
V4822;2;V48;4071;0,0
O862;3591;O86;11880;30,2
X9418;1;X94;89;1,1
K912;7100;K91;47661;14,9
V340;1;V34;10;10,0
V8998;45;V89;7128;0,6
G242;601;G24;23446;2,6
Y535;5;Y53;1348;0,4
R780;6455;R78;7421;87,0
K611;1559;K61;22697;6,9
O979;1;O97;3;33,3
V281;24;V28;5740;0,4
M191;111;M19;74991;0,1
L910;5656;L91;7556;74,9
X7002;1;X70;3862;0,0
Y872;18;Y87;1017;1,8
Q030;345;Q03;1534;22,5
V4778;1;V47;4108;0,0
Q541;2116;Q54;5485;38,6
V1994;3;V19;4850;0,1
Z998;147871;Z99;1711266;8,6
E763;447;E76;10567;4,2
M4290;1;M42;319;0,3
M2583;130;M25;142275;0,1
Y3083;2;Y30;435;0,5
V1148;10;V11;233;4,3
V4804;3;V48;4071;0,1
G569;22;G56;203779;0,0
X9449;4;X94;89;4,5
K911;2925;K91;47661;6,1
D420;3190;D42;3791;84,1
V893;126;V89;7128;1,8
G244;1424;G24;23446;6,1
X2109;1;X21;11;9,1
X5809;6;X58;308;1,9
K612;749;K61;22697;3,3
O970;1;O97;3;33,3
S443;65;S44;822;7,9
G600;5178;G60;8104;63,9
L919;13;L91;7556;0,2
X704;19;X70;3862;0,5
B941;519;B94;2604;19,9
E212;2218;E21;35520;6,2
V8439;2;V84;193;1,0
S351;431;S35;12809;3,4
V1980;23;V19;4850;0,5
X413;3;X41;3072;0,1
E769;14;E76;10567;0,1
X5052;1;X50;467;0,2
M2518;28;M25;142275;0,0
F1502;89;F15;3229;2,8
N000;63;N00;808;7,8
M994;27;M99;4394;0,6
G562;18816;G56;203779;9,2
X9401;2;X94;89;2,2
K914;8359;K91;47661;17,5
W5723;1;W57;1281;0,1
V891;83;V89;7128;1,2
G249;3345;G24;23446;14,3
Q269;62;Q26;1954;3,2
R784;16;R78;7421;0,2
K613;603;K61;22697;2,7
H492;3787;H49;9976;38,0
T319;18;T31;10924;0,2
M1984;985;M19;74991;1,3
P913;275;P91;6313;4,4
X7014;14;X70;3862;0,4
M45+0;15562;M45;60293;25,8
M838;32;M83;421;7,6
V840;24;V84;193;12,4
D101;848;D10;4763;17,8
X8512;1;X85;27;3,7
C505;58422;C50;1615553;3,6
R701;328;R70;63882;0,5
X507;3;X50;467;0,6
M2534;386;M25;142275;0,3
F159;17;F15;3229;0,5
V1108;3;V11;233;1,3
V4853;9;V48;4071;0,2
O863;559;O86;11880;4,7
X942;1;X94;89;1,1
C343;144982;C34;972697;14,9
W5790;1;W57;1281;0,1
A790;3;A79;80;3,8
G243;4745;G24;23446;20,2
Q263;525;Q26;1954;26,9
X5820;1;X58;308;0,3
K614;114;K61;22697;0,5
K528;33950;K52;99874;34,0
S441;95;S44;822;11,6
W417;1;W41;14;7,1
P910;568;P91;6313;9,0
X7019;100;X70;3862;2,6
B949;58;B94;2604;2,2
E213;4142;E21;35520;11,7
V4749;5;V47;4108;0,1
Q544;31;Q54;5485;0,6
V1901;5;V19;4850;0,1
C508;298600;C50;1615553;18,5
G441;1244;G44;13991;8,9
X5039;1;X50;467;0,2
M2585;200;M25;142275;0,1
F1501;12;F15;3229;0,4
H433;3340;H43;14935;22,4
V4878;2;V48;4071;0,0
O860;1202;O86;11880;10,1
K042;22;K04;25391;0,1
K913;10732;K91;47661;22,5
W5712;5;W57;1281;0,4
H958;37;H95;762;4,9
G245;5562;G24;23446;23,7
Y537;13;Y53;1348;1,0
M0302;1;M03;341;0,3
E02;380;E02;380;100,0
V2858;24;V28;5740;0,4
C482;6844;C48;16761;40,8
E43;489973;E43;489973;100,0
X706;4;X70;3862;0,1
M0980;15;M09;295;5,1
M8389;11;M83;421;2,6
V4710;3;V47;4108;0,1
Z365;269;Z36;4622;5,8
V1938;18;V19;4850;0,4
X416;2;X41;3072;0,1
Y1709;1;Y17;101;1,0
M4216;2;M42;319;0,6
M2531;5581;M25;142275;3,9
Y3094;1;Y30;435;0,2
V1139;2;V11;233;0,9
M9993;5;M99;4394;0,1
O868;187;O86;11880;1,6
X9499;16;X94;89;18,0
C342;23348;C34;972697;2,4
W5788;17;W57;1281;1,3
V8939;14;V89;7128;0,2
S6250;2688;S62;67445;4,0
W4463;1;W44;836;0,1
M0317;1;M03;341;0,3
D599;2727;D59;24452;11,2
V2859;57;V28;5740;1,0
G601;39;G60;8104;0,5
P915;147;P91;6313;2,3
X7009;240;X70;3862;6,2
M0920;6;M09;295;2,0
S370;1291;S37;17074;7,6
V8478;1;V84;193;0,5
S355;1566;S35;12809;12,2
V1952;1;V19;4850;0,0
J638;28;J63;54;51,9
O220;903;O22;4340;20,8
M4299;7;M42;319;2,2
M2515;287;M25;142275;0,2
F1556;1;F15;3229;0,0
V1109;3;V11;233;1,3
V4819;7;V48;4071;0,2
O861;1895;O86;11880;16,0
C341;308054;C34;972697;31,7
W5719;5;W57;1281;0,4
V8910;1;V89;7128;0,0
S6230;16579;S62;67445;24,6
W4404;43;W44;836;5,1
X5808;47;X58;308;15,3
D594;995;D59;24452;4,1
V2831;2;V28;5740;0,0
M1907;4059;M19;74991;5,4
P914;134;P91;6313;2,1
X709;446;X70;3862;11,5
N851;4034;N85;38844;10,4
M8335;2;M83;421;0,5
V4760;1;V47;4108;0,0
Q540;1253;Q54;5485;22,8
V0312;34;V03;4206;0,8
Y161;2;Y16;20;10,0
O223;446;O22;4340;10,3
X505;4;X50;467;0,9
M2579;26;M25;142275;0,0
Y3034;1;Y30;435;0,2
V1129;2;V11;233;0,9
M9903;6;M99;4394;0,1
G560;178760;G56;203779;87,7
F00901;2809;F00;98510;2,9
K810;27945;K81;52665;53,1
V8922;36;V89;7128;0,5
S6261;9798;S62;67445;14,5
W445;1;W44;836;0,1
M0310;3;M03;341;0,9
D595;3646;D59;24452;14,9
V2803;1;V28;5740;0,0
G608;1142;G60;8104;14,1
S061;1228;S06;272068;0,5
X7043;1;X70;3862;0,0
M45+9;13693;M45;60293;22,7
S37818;89;S37;17074;0,5
V8499;5;V84;193;2,6
D103;1739;D10;4763;36,5
V1908;9;V19;4850;0,2
E079;2567;E07;9101;28,2
Y17499;1;Y17;101;1,0
X5008;11;X50;467;2,4
M2550;17098;M25;142275;12,0
K721;3702;K72;42033;8,8
N002;86;N00;808;10,6
M9912;1;M99;4394;0,0
G568;624;G56;203779;0,3
F00012;188;F00;98510;0,2
A881;100;A88;113;88,5
H950;694;H95;762;91,1
S6210;1545;S62;67445;2,3
K024;94;K02;46831;0,2
M0321;2;M03;341;0,6
D592;343;D59;24452;1,4
V2850;4;V28;5740;0,1
M199;2598;M19;74991;3,5
N079;504;N07;900;56,0
X7098;8;X70;3862;0,2
N854;573;N85;38844;1,5
S37808;571;S37;17074;3,3
V4748;2;V47;4108;0,0
S358;6588;S35;12809;51,4
V1909;21;V19;4850;0,4
E078;6370;E07;9101;70,0
G442;6280;G44;13991;44,9
X500;37;X50;467;7,9
M2567;1087;M25;142275;0,8
Y308;60;Y30;435;13,8
H438;5957;H43;14935;39,9
M9992;1;M99;4394;0,0
G561;3473;G56;203779;1,7
F00921;49;F00;98510;0,0
W5714;6;W57;1281;0,5
V8932;2;V89;7128;0,0
S6260;15462;S62;67445;22,9
G900;1060;G90;6948;15,3
M036;36;M03;341;10,6
D596;93;D59;24452;0,4
A671;1;A67;3;33,3
M1985;172;M19;74991;0,2
S066;4316;S06;272068;1,6
X7094;1;X70;3862;0,0
Y871;809;Y87;1017;79,5
S374;9;S37;17074;0,1
V8378;1;V83;17;5,9
G320;204;G32;1688;12,1
V0302;2;V03;4206;0,0
H102;1806;H10;14073;12,8
Y1799;2;Y17;101;2,0
M4214;5;M42;319;1,6
M2558;1490;M25;142275;1,0
F1526;260;F15;3229;8,1
V1100;8;V11;233;3,4
M9931;38;M99;4394;0,9
O864;4446;O86;11880;37,4
F00042;327;F00;98510;0,3
W5779;2;W57;1281;0,2
V8930;2;V89;7128;0,0
S6221;143;S62;67445;0,2
W4413;1;W44;836;0,1
M0364;5;M03;341;1,5
D598;1542;D59;24452;6,3
E329;44;E32;382;11,5
M1993;624;M19;74991;0,8
S0611;376;S06;272068;0,1
O880;6;O88;404;1,5
M45+3;116;M45;60293;0,2
E214;182;E21;35520;0,5
V476;556;V47;4108;13,5
D107;178;D10;4763;3,7
E054;51;E05;71366;0,1
Y169;6;Y16;20;30,0
Y17999;1;Y17;101;1,0
S568;713;S56;3076;23,2
M2540;237;M25;142275;0,2
F1507;13;F15;3229;0,4
V1149;18;V11;233;7,7
M9988;5;M99;4394;0,1
X9384;1;X93;146;0,7
F00021;29;F00;98510;0,0
W5731;1;W57;1281;0,1
V8912;2;V89;7128;0,0
S6281;470;S62;67445;0,7
W4494;6;W44;836;0,7
M0319;1;M03;341;0,3
D591;8969;D59;24452;36,7
E328;154;E32;382;40,3
M1981;2783;M19;74991;3,7
S0670;980;S06;272068;0,4
T094;7;T09;235;3,0
M0918;1;M09;295;0,3
S3720;2336;S37;17074;13,7
V8444;2;V84;193;1,0
Z423;1484;Z42;44506;3,3
Y1628;1;Y16;20;5,0
Y1789;1;Y17;101;1,0
X5009;4;X50;467;0,9
M2517;109;M25;142275;0,1
Y3009;33;Y30;435;7,6
V1130;2;V11;233;0,9
C048;3614;C04;21728;16,6
A878;1369;A87;8157;16,8
F00940;209;F00;98510;0,2
W5721;1;W57;1281;0,1
V8992;5;V89;7128;0,1
S6211;124;S62;67445;0,2
K020;217;K02;46831;0,5
X5881;2;X58;308;0,6
R55;140234;R55;140234;100,0
E320;183;E32;382;47,9
M1995;463;M19;74991;0,6
S060;28388;S06;272068;10,4
Z530;56816;Z53;161277;35,2
N853;4;N85;38844;0,0
M8388;18;M83;421;4,3
S150;1409;S15;3284;42,9
E052;5289;E05;71366;7,4
H101;293;H10;14073;2,1
E761;2711;E76;10567;25,7
X5090;7;X50;467;1,5
M2570;74;M25;142275;0,1
Y301;17;Y30;435;3,9
H439;43;H43;14935;0,3
M202;6388;M20;90782;7,0
R33;324332;R33;324332;100,0
Z515;237144;Z51;8038022;3,0
W5701;1;W57;1281;0,1
